语料,分,建议,赞,分类,理由,来源,url,备注
南子的歌，平时是听不出感觉的，只有你真的累了的时候来听南子你才能真的能感同身受，如果你觉得南子的歌不够味，那是因为你还没有真正的焦虑,74,留,3584,C 疲惫 / 撑不住,,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
此刻真的好想哭，各种压力，感觉一瞬间就要崩溃了,74,留,2,C 疲惫 / 撑不住,,网易云《想哭》,https://music.163.com/#/song?id=189021,
想哭，今天是烂透了的一天，所有的事情都已最厌恶的模样出现在我眼前，包括她，只有我还被困在过去，我讨厌今天，好想回家啊。,73,留,1,Z 其他,,网易云《想哭》,https://music.163.com/#/song?id=65360,
我好累好烦[哭哭] 为什么 怎么会这样呢 全世界都在逆转[哭哭],73,留,0,C 疲惫 / 撑不住,,网易云《加油！》,https://music.163.com/#/song?id=108406,
有一次情绪特别崩溃 大街上又不敢一个人哭 就随便拨通了一个电话 是一个男生接的，他没有挂 而我什么也没说 就对着电话哭 然后他说了一句：别哭，我抱不到你,72,留,2011,C 疲惫 / 撑不住,,网易云《一个人》,https://music.163.com/#/song?id=1406648893,
真的像余华老师说的那样：你不知道故事是怎么开始的，也不知道故事是怎么结束的，不知道故事是怎么开始的也可以忍受，就是不知道故事是怎么结束的极其难受。,72,留,86,F 迷茫 / 年龄焦虑,,网易云《想哭》,https://music.163.com/#/song?id=65360,
昨天才补完夏日重现，不敢相信我在很久以前收藏的歌居然是夏日重现的ed！！,72,留,10,Z 其他,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=1962373924,
高敏感的人是感到幸福呢还是感到痛苦呢,72,留,1,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
我对你可有可无吗 你好像并不害怕失去我,72,留,0,Z 其他,,网易云《藏不住》,https://music.163.com/#/song?id=3334618938,
是她文案很明确有着对这段感情分开的不舍，我不理解她为什么能将做分开来作为自己发朋友圈的引线，好累，好想永远睡过去,72,留,0,C 疲惫 / 撑不住,,网易云《有我呢》,https://music.163.com/#/song?id=1400259397,
太累了就放松一会吧！开心一点呀,72,留,0,C 疲惫 / 撑不住,,网易云《magnolia》,https://music.163.com/#/song?id=494642794,
我虽然父母关系也很不融洽但还在，我不敢想象自己失去他们的感觉[惊恐],72,留,0,Z 其他,,网易云《MOM》,https://music.163.com/#/song?id=1387581250,
唉 好累大家一起来叹气吧,72,留,0,C 疲惫 / 撑不住,,网易云《失眠》,https://music.163.com/#/song?id=3342074799,
spy，我们能不能不只做朋友，或许是我太敏感了，明明我们只是朋友，但是我还是会有点难受,72,留,0,Z 其他,,网易云《失眠（抖音最火版）》,https://music.163.com/#/song?id=3395568896,
刘思鉴刚看完你的livehouse回来，sfz丢了，我有点焦虑[EMO听歌],72,留,0,Z 其他,,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
感觉自己快抑郁了，我要怎么解救自己,72,留,0,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
看见名字立马点进去听 结果…… 再也不可能有焦虑这样的歌了 就算是2也完全没有1的感觉 阶段变了状态变了再也写不出那种郁郁不得志的感觉了 最伟大的作品在苦难中诞生 可能确实这样,70,留,3218,Z 其他,,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=2163619013,
我其实这首歌刚出那会听了没有太多感觉，甚至觉得有点同质化，现在凌晨四点，我真的焦虑了，点开了这首歌，听到了另一种声音,70,留,473,Z 其他,音乐评论，不是陪伴语言,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
上学的每一天都在焦虑…同样的老师为啥我就是学不会就是不如别人,70,留,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
第一次听一首歌听到崩溃，眼泪止不住的流，妈妈离开五年了，我甚至都没有来得及跟她告别，妈妈，带我走吧，我相信天上或地下一定有一个永不分离的家。,69,留,6486,B 失去 / 离别,,网易云《妈妈》,https://music.163.com/#/song?id=202377,
我好想哭哎哟我滴妈妈娘啊 我的校园生活咋这么吊丝啊 我现在上学不恋爱也不社交不听课也不逃课 就纯上专心经营自己的吊丝生活 好痛苦好无力 为啥别人上学都能玩gal game还能绑定学习系统 我上学只能玩规则怪谈 还天天被扣分扣扣扣 老娘的恶魔之眼都要被三分球爆扣了 学也学不过玩也玩不过,69,留,73,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=3342074799,
我有点焦虑 我也想。。。,68,留,6464,Z 其他,,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
“在痛苦彻底决裂之前，我还攥着最后一点清醒的碎片。我拼命拾起珍贵的回忆碎片，可指尖一碰，它们即刻化为细碎的雾”———阿尔默茨海默症,68,留,633,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
alin我真的哭了。我刚结束一段关系在崩溃，就看到你出了新歌，和我现在的心境一模一样。一切都到此为止，我累了。,68,留,280,C 疲惫 / 撑不住,,网易云《一个人》,https://music.163.com/#/song?id=3388623414,
我能咽下的只有痛苦，那我说出的吐出的也只能是痛苦,68,留,232,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
你们杀我的时候小声点，我的妻子胆小，听到会害怕,68,留,91,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=3342074799,
我们焦虑患者表示真实了，喝水的那段想起来我有时也惊恐发作。关于抑郁的歌确实有不少，但焦虑的歌这是我听过的第一首,68,留,26,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=3355878296,
我无疑是崩溃的。。我再也不大喊大叫了嗓子好哑TNT [发布了语音，请前往最新移动端版本查看],68,留,17,C 疲惫 / 撑不住,,网易云《归去来兮》,https://music.163.com/#/song?id=1357999894,
我想挣很多钱 买下我的自卑 买下我的欲望买下我的未来 买下你的顾虑和权衡利弊,68,留,2,F 迷茫 / 年龄焦虑,,网易云《斑马，斑马》,https://music.163.com/#/song?id=27646199,
我想我会考上一个很好的大学，让家人过上很好的日子，让自卑十六年的自己在未来的日子里更自信,68,留,2,F 迷茫 / 年龄焦虑,,网易云《追梦赤子心》,https://music.163.com/#/song?id=355992,
活下去的意义是什么。是学习成绩，是高中的录取通知书，是中考成绩，是无数的作业，无数的试卷，无数的崩溃，深夜偷偷的哭。我不明白啊是什么。。坚持下去的意义又是什么，感觉前路看不到尽头。算了吧,68,留,2,C 疲惫 / 撑不住,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
我就想看看什么事情一分钟都撑不住,68,留,1,C 疲惫 / 撑不住,,网易云《1분도 못버텨》,https://music.163.com/#/song?id=31477861,
我活得好累谁能安慰我一下,68,留,1,C 疲惫 / 撑不住,,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=1401671455,
妈妈，你走后我太累了，一两句话说不完，我爱你,68,留,1,C 疲惫 / 撑不住,,网易云《妈妈》,https://music.163.com/#/song?id=202377,
我试着把孤独藏进耳机用琴键代替,68,留,1,D 孤独 / 没人,,网易云《一个人》,https://music.163.com/#/song?id=3347143755,
我吗 自信又自卑 难懂又有趣 哪个才是我 我也不懂,68,留,1,Z 其他,,网易云《加油（0.8）》,https://music.163.com/#/song?id=1959217061,
我还说百年孤独咋会有这种情节[笑哭了],68,留,0,D 孤独 / 没人,,网易云《孤独》,https://music.163.com/#/song?id=1484967131,
我以为长大就能独当一面 后来才发现 我还是那个一遇到挫折就想哭的小孩,68,留,0,Z 其他,,网易云《藏不住》,https://music.163.com/#/song?id=3334618938,
当年被人当成傻子的我非常痛苦，但是我有一颗坚定不移的心，直到现在，我成功了……,68,留,0,Z 其他,,网易云《Sacred Play Secret Place》,https://music.163.com/#/song?id=26093064,
我好痛苦，头好痛，好疲惫...,68,留,0,C 疲惫 / 撑不住,,网易云《Sacred Play Secret Place》,https://music.163.com/#/song?id=26093064,
"我是一个缺爱泪失禁又容易感性的人,一难过焦虑想哭就想钻进被窝,用被子紧紧裹住自己放首舒缓的音乐,假装有人抱着我轻声安慰,然后我想着睡着了就行了,结果起来被子还是湿了一角",68,留,0,Z 其他,,网易云《magnolia》,https://music.163.com/#/song?id=494642794,
我帮了无数个抑郁的人，可是我却抑郁了…,68,留,0,Z 其他,,网易云《难过》,https://music.163.com/#/song?id=2729294663,
我不是废物，我会考上给你们看的!,68,留,0,A 被否定 / 失败,,网易云《追梦赤子心》,https://music.163.com/#/song?id=355992,
我已经很累了不要再要求我了,68,留,0,C 疲惫 / 撑不住,,网易云《失眠 (Cover Suki刘舒妤)》,https://music.163.com/#/song?id=3372565583,
我曾经以为忘了他就一了了之 可是一年了 怎么还是天天想着他 我忘不了 我好难受😖,68,留,0,Z 其他,,网易云《失眠 (Cover Suki刘舒妤)》,https://music.163.com/#/song?id=3372565583,
我好难受怎么办关系复原胶在哪里,68,留,0,F 迷茫 / 年龄焦虑,,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
寂寞有太多朋友了，我只有孤独,68,留,0,D 孤独 / 没人,,网易云《一个人》,https://music.163.com/#/song?id=1406648893,
我才反应过来我是天生痛苦,68,留,0,Z 其他,,网易云《天生痛苦》,https://music.163.com/#/song?id=2749525429,
我想结束的是痛苦 不是生命,68,留,0,Z 其他,,网易云《天生痛苦》,https://music.163.com/#/song?id=2749525429,
我只是不开心 可我也好累我不想上学 去学校面对的是拿历史开玩笑的男同学 有事不管的老师 我在这样的环境逼着我学习[哭哭] 我就是要请假我不想在学校即使有我的朋友我也要休学 我不敢和你们说我想去看心理医生我害怕怕我看完我更难受了 哭着写下一段我还不如不写可是写了又有什么办法,68,留,0,C 疲惫 / 撑不住,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
焦虑不如把今天变成day1开始努力吧,67,?,3595,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
距离高考还有91天。焦虑至极。哎,67,?,52,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=3355878296,
失眠和睡眠有什么区别呢 失眠的拼音是：shi mian 睡眠的拼音是：shui mian 失眠的拼音比睡眠的拼音少了个u u在英语可以表示you 所以少了个you就会失眠[哭哭],67,?,23,H 身体 / 睡眠,,网易云《失眠 (Cover Suki刘舒妤)》,https://music.163.com/#/song?id=3372565583,
alin你往歌里加了什么我好难受啊,67,?,2,Z 其他,,网易云《一个人》,https://music.163.com/#/song?id=3388623414,
最近的一个梗“干什么都一个人会不会太厉害了” 我只想到了这首 那怎么了！就要一个人！ 演唱会一个人真的孤独嘛 我只感受到幸福！,67,?,2,D 孤独 / 没人,,网易云《一个人》,https://music.163.com/#/song?id=1406648893,
不想开学啊 我一个朋友也没有 每天只能写作业或者装睡 我每天都过得好累,67,?,2,C 疲惫 / 撑不住,,网易云《一个人》,https://music.163.com/#/song?id=1406648893,
成年人的无奈，或许是从半夜扎醒睡不着开始吧,67,?,1,H 身体 / 睡眠,,网易云《孤独》,https://music.163.com/#/song?id=1484967131,
爸爸走了，再也没人对我说别害怕，有我呢,67,?,1,B 失去 / 离别,,网易云《有我呢》,https://music.163.com/#/song?id=1400259397,
为什么你只能出现在我的梦里呢 你真的好可爱 我好想见见你 我不会介意你的长相的 如果是未来再见 我们可能没机会了 我太累了 每天都要吃很多的药 我总是觉得我的生活比那堆药还要苦 我也不想吃 但是停药的副作用很大 很痛 很煎熬 我要撑不下去了 但愿我们还有见面的机会吧 但愿吧 哪怕见上一面都好,67,?,1,G 高风险,,网易云《有我呢》,https://music.163.com/#/song?id=1400259397,
开个玩笑啦，你也一样哦☺,67,?,1,Z 其他,,网易云《失眠（抖音最火版）》,https://music.163.com/#/song?id=3395568896,
凌晨听焦虑pt.2一定是遇到焦虑的事情了吧,67,?,1,Z 其他,,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=2163619013,
是呢！我也一直觉得黑洞是想哭的续集[加一],67,?,0,Z 其他,,网易云《想哭》,https://music.163.com/#/song?id=65360,
居然没人喜欢这首 遗珠啊,67,?,0,D 孤独 / 没人,,网易云《想哭》,https://music.163.com/#/song?id=189021,
现在应该没人了吧,67,?,0,D 孤独 / 没人,,网易云《一个人》,https://music.163.com/#/song?id=2736307583,
第一首收藏，也可以啊。不也没人听么,67,?,0,D 孤独 / 没人,,网易云《直视痛苦》,https://music.163.com/#/song?id=3423058623,
歌名magnolia是木兰，花语是高尚的灵魂，好浪漫好想哭,66,?,17406,Z 其他,,网易云《magnolia》,https://music.163.com/#/song?id=494642794,
挺好的 乐意看到sasi走出痛苦 感谢陪伴,66,?,2051,Z 其他,,网易云《天生痛苦》,https://music.163.com/#/song?id=2749525429,
今天杭州场 唱焦虑的时候 河北爷看我唱的很认真把我拉上去一起唱了 真的圆满了[流泪],66,?,991,Z 其他,,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
解决今天焦虑的唯一办法就是明天依旧早起学习 一定要上岸 给他们看看 给自己看看,66,?,925,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
高考倒计时16天 真的心态炸裂 好焦虑 退步好多好多,66,?,212,Z 其他,,网易云《加油（0.8）》,https://music.163.com/#/song?id=1959217061,
父母越来越慈祥 感觉前半生的痛苦都像是假的,66,?,183,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
这封面看得我有点焦虑了😐,66,?,5,Z 其他,,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
想到最近的状态生活真的想哭…没人会懂你半夜的心情,66,?,2,D 孤独 / 没人,,网易云《想哭》,https://music.163.com/#/song?id=189021,
高三 压力大 失眠 家庭 好累 好想哭,66,?,2,C 疲惫 / 撑不住,,网易云《有我呢》,https://music.163.com/#/song?id=1400259397,
幸福的终点是六年后的尽头 但我还是躲不掉爸妈的吵闹……真的很累😶,66,?,1,C 疲惫 / 撑不住,,网易云《magnolia》,https://music.163.com/#/song?id=494642794,
听这个歌总有想哭的感觉,66,?,1,Z 其他,,网易云《MOM》,https://music.163.com/#/song?id=1387581250,
胖子，不知不觉听了有七八年了，以前太小听不懂 可就是喜欢这种调，后来慢慢的懂了，现在也23算是长大吗，可我还是喜欢以前那个什么都不懂得年纪，长大好累,66,?,0,C 疲惫 / 撑不住,,网易云《斑马，斑马》,https://music.163.com/#/song?id=27646199,
快撑不住了，眼泪要掉下来了，感觉韩剧的宗旨是不是让观众掉眼泪，甜的虐心,66,?,0,C 疲惫 / 撑不住,,网易云《1분도 못버텨》,https://music.163.com/#/song?id=31477861,
完了失眠听太多真的失眠了，这几天天天失眠,66,?,0,H 身体 / 睡眠,,网易云《失眠》,https://music.163.com/#/song?id=3342074799,
活着真的好累好累,66,?,0,C 疲惫 / 撑不住,,网易云《一个人》,https://music.163.com/#/song?id=3388623414,
没人听吗？我感觉好好听诶，满足我对粤语说唱的喜欢了[心动],66,?,0,D 孤独 / 没人,,网易云《遗憾的告别》,https://music.163.com/#/song?id=3350281620,
改变不了的东西说出来也没意义. 真爱从来不是遇见的，而是养成的 看见花开就行了 何必在意归属. 说着动人的话做着伤人的事 是你吗. 无我不欢吗 没有我你也挺开心的.,66,?,0,F 迷茫 / 年龄焦虑,,网易云《加油（0.8）》,https://music.163.com/#/song?id=1959217061,
我想哭，怎么哭。,64,?,1,Z 其他,,网易云《想哭》,https://music.163.com/#/song?id=65360,
家是免费的，但你要付出你的心理健康。我的不太行了，别烦我，别爱我，我是不配的，我连自己老公儿子都保护不了，真是个废物！！！,64,?,1,A 被否定 / 失败,,网易云《藏不住》,https://music.163.com/#/song?id=3334618938,
我和几百个人一起焦虑。,64,?,0,Z 其他,,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
本人12岁了。消肿男孩你懂的。然后我很孤独、全网寻找一个 懂我的男孩女孩。我会爱你，守护你。,64,?,0,D 孤独 / 没人,,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
我好累。好痛苦。好崩溃。,64,?,0,C 疲惫 / 撑不住,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
居然龙岩厦门福州没人演这剧本杀么。建行啊。,63,?,0,D 孤独 / 没人,,网易云《藏不住》,https://music.163.com/#/song?id=3334618938,
"发这个评论还是胡思乱想焦虑的时候,也是那样用被子裹住自己的操作,可能发这个评论还是忧郁感性了，别骂我别嘲笑我呀。",63,?,0,E 愤怒 / 被欺负,,网易云《magnolia》,https://music.163.com/#/song?id=494642794,
人这辈子，最害怕突然把某一首歌听懂了,62,?,263544,Z 其他,,网易云《富士山下》,https://music.163.com/#/song?id=65766,
“别跟妈妈诉苦，她帮不上，也睡不着”,62,?,71895,H 身体 / 睡眠,,网易云《一程山路》,https://music.163.com/#/song?id=1417849873,
替大家试过了 念念不忘没有回响 真诚也不是必杀技 深情更不会有好下场 心软不长记性的人必定要承受双倍痛苦,62,?,53755,Z 其他,,网易云《海屿你》,https://music.163.com/#/song?id=1973665667,
肖申克的救赎里有这样一句话：总有一天你会笑着说出曾经令你痛苦的事情.,62,?,39809,Z 其他,,网易云《Sacred Play Secret Place》,https://music.163.com/#/song?id=26093064,
一个人去游泳，像投河；倒过来，一个人去投河，像游泳，太孤独。 ———-陈小三,62,?,32216,D 孤独 / 没人,,网易云《孤独》,https://music.163.com/#/song?id=1484967131,
痛苦了四百遍发现是写给迈巴赫的情歌,62,?,14722,Z 其他,,网易云《天生痛苦》,https://music.163.com/#/song?id=2749525429,
你不是想死 你只是不想这样活着,62,?,12808,Z 其他,,网易云《Sacred Play Secret Place》,https://music.163.com/#/song?id=26093064,
好喜欢人民日报这段激励的话：“无人问津也好 技不如人也罢 你都要试着安静下来 去做自己该做的事 而不是让内心的烦躁 焦虑 毁掉你本就不多的热情和定力”,62,?,11062,Z 其他,,网易云《加油！》,https://music.163.com/#/song?id=108406,
40米的刀拔出来收回去很累的,62,?,3588,C 疲惫 / 撑不住,,网易云《孤独》,https://music.163.com/#/song?id=1484967131,
痛苦在虐待我 一碗胡辣汤要我八块多[流泪],62,?,3462,Z 其他,,网易云《爱欲求》,https://music.163.com/#/song?id=2618165651,
“不要跟妈妈诉苦 她帮不到 睡不着”,62,?,1788,H 身体 / 睡眠,,网易云《加油（0.8）》,https://music.163.com/#/song?id=1959217061,
焦虑你们都用iPhone14 哥们儿用红米手机,62,?,1718,Z 其他,,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
听哭了 sasi结束了他的痛苦了 我的人生也才刚刚启程,62,?,1612,Z 其他,,网易云《天生痛苦》,https://music.163.com/#/song?id=2749525429,
罗言赢了，可是我专门来听焦虑,62,?,1217,Z 其他,,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
今年高四，两周回次家听歌的时间并没有多长，但我把asen的歌背的比古诗文还熟，每次撑不下去的时候就把每首歌来个全文背诵，asen哥救了我 my faith🌹,62,?,1208,G 高风险,,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
没事明天隼一起来就知道什么是直面痛苦了,62,?,1121,Z 其他,,网易云《直视痛苦》,https://music.163.com/#/song?id=3423058623,
焦虑pt2＞焦虑pt1,62,?,926,Z 其他,,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=2163619013,
“在痛苦彻底撕裂之前”,62,?,251,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
网易云是集结了一群原本孤独含伤的人，其实最孤独的是翻到某些评论早已风起云涌却又从不评论的，又或是斟字酌句却迟迟不点发送的人。,62,?,99,D 孤独 / 没人,,网易云《我不难过 (Live)》,https://music.163.com/#/song?id=34200624,
自卑的人需要鼓励型人民币 拧巴的人需要引导型人民币 回避的人需要主动型人民币 缺爱的人需要依恋型人民币 暴躁的人需要讨好型人民币 敏感的人需要细腻型人民币,62,?,61,Z 其他,,网易云《难过》,https://music.163.com/#/song?id=2729294663,
这是对你的告别，如果不说出就不敢停歇 掌心的星光跳跃 指引着天边的 那弯月,62,?,59,Z 其他,,网易云《告别》,https://music.163.com/#/song?id=3333824928,
“孤独是假象，真相是有人爱着你”,62,?,6,D 孤独 / 没人,,网易云《孤独》,https://music.163.com/#/song?id=1484967131,
想念强烈的涌过来。一分钟都撑不住❤️,62,?,5,B 失去 / 离别,,网易云《1분도 못버텨》,https://music.163.com/#/song?id=31477861,
看完了。心里空落落的,62,?,5,Z 其他,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=1962373924,
一分钟都撑不住了，真的。,62,?,4,C 疲惫 / 撑不住,,网易云《1분도 못버텨》,https://music.163.com/#/song?id=31477861,
这番属于又好又差，好在12集之前的铺垫，情绪氛围到位，有民俗那种感觉，但是后面又是外星人，不能民俗到最后，结局合家欢也是普普通通，撑不住前面的剧情带来的感情体验。,62,?,3,C 疲惫 / 撑不住,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=1962373924,
为啥这首这么多赞[害怕],62,?,3,Z 其他,,网易云《一路生花》,https://music.163.com/#/song?id=2105354877,
两个人互相不删好友 各自更新朋友圈 只是连点赞都不敢 这种痛苦比删好友更痛,62,?,3,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=3342074799,
爱情像纠结的毛线 你说爱我太过浪费 太过狼狈 太过愚昧 都是我一厢情愿 尝试过爱恋 尝试过缠绵 最后还是失眠,62,?,3,H 身体 / 睡眠,,网易云《失眠（抖音最火版）》,https://music.163.com/#/song?id=3395568896,
sakee这本该是你的焦虑和膨胀,62,?,3,Z 其他,,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=2163619013,
“靠近你就靠近了痛苦，远离你就远离了幸福”,62,?,3,Z 其他,,网易云《遗憾的告别》,https://music.163.com/#/song?id=3350281620,
神总是孤独的[EMO听歌],62,?,2,D 孤独 / 没人,,网易云《孤独Person (DJ版)》,https://music.163.com/#/song?id=3436857501,
突然发现自己现在已经完全记不起妈妈的声音了，转眼妈妈已经离开我快20年了。感觉活着好累，家庭工作轮着转压的喘不过气了。,62,?,2,B 失去 / 离别,,网易云《妈妈》,https://music.163.com/#/song?id=202377,
焦虑未来 浪费现在 后悔曾经,62,?,2,F 迷茫 / 年龄焦虑,,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
幸福总是二倍速，痛苦总是慢镜头,62,?,2,Z 其他,,网易云《遗憾的告别》,https://music.163.com/#/song?id=3350281620,
用宏大的世界稀释痛苦，用生命的长度去稀释错误的浓度,62,?,2,Z 其他,,网易云《遗憾的告别》,https://music.163.com/#/song?id=3350281620,
你为什么离开我 让我孤独和落寞[EMO听歌],62,?,1,B 失去 / 离别,,网易云《孤独》,https://music.163.com/#/song?id=3368634837,
水星没有卫星会很孤独,62,?,1,D 孤独 / 没人,,网易云《想哭》,https://music.163.com/#/song?id=65360,
怕评论太多火起来 一直不敢评论,62,?,1,Z 其他,,网易云《想哭》,https://music.163.com/#/song?id=189021,
1分钟都撑不住 ???,62,?,1,C 疲惫 / 撑不住,,网易云《1분도 못버텨》,https://music.163.com/#/song?id=31477861,
"心动模式你推了个什么给我看到名字不敢相信,看到封面吓哭了",62,?,1,Z 其他,,网易云《别难过》,https://music.163.com/#/song?id=3350385016,
"如果有痛苦的话 我们一起分担就好了 可是我们不在呀 只能靠着小小的一块屏幕和你在联系 听到你的不舒服 看到你的悲伤 看到你的痛苦 我甚至比自己感到痛苦 还要痛苦 你第一次说有想跳楼的意思时 哇 我好绝望啊 真怕你想不开 真怕你就这么去了 但现在就挺好的 我们都挺好的 永远爱你(""3"")我最好的xy",62,?,1,Z 其他,,网易云《别难过》,https://music.163.com/#/song?id=3353686466,
没人觉得这个鼓很爽吗,62,?,1,D 孤独 / 没人,,网易云《爱我你就抱抱我》,https://music.163.com/#/song?id=573577359,
换地方生活 也没用,62,?,1,A 被否定 / 失败,,网易云《我不难过 (Live)》,https://music.163.com/#/song?id=34200624,
17年的我害怕 26年的我害怕 原来不是有多可怕 是不相信自己可以打败他们,62,?,1,Z 其他,,网易云《关于我爱你》,https://music.163.com/#/song?id=27598340,
想让她是平淡自如的轻松释怀，而不是悲伤痛苦的声嘶力竭,62,?,1,Z 其他,,网易云《关于我爱你》,https://music.163.com/#/song?id=27598340,
究竟要花多长时间来咀嚼生命里的斑驳悲戚才能适应它的酸涩与孤独,62,?,1,D 孤独 / 没人,,网易云《一程山路》,https://music.163.com/#/song?id=1417849873,
如果妈妈没有我，现在一定是个的富婆[痛苦],62,?,1,Z 其他,,网易云《MOM》,https://music.163.com/#/song?id=1387581250,
神总是孤独的[心碎],62,?,1,D 孤独 / 没人,,网易云《失眠》,https://music.163.com/#/song?id=273114,
拿什么释怀 是凌晨哭肿的眼睛 还是深夜里三四点的崩溃,62,?,1,C 疲惫 / 撑不住,,网易云《失眠》,https://music.163.com/#/song?id=3342074799,
焦虑＞焦虑pt2,62,?,1,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
时间会证明焦虑pt2，越听越好听,62,?,1,Z 其他,,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=2163619013,
对你 有好多想说的话我不敢讲,62,?,1,Z 其他,,网易云《一个人》,https://music.163.com/#/song?id=3388623414,
